"filename", "language", "JSON with Comments", "Markdown", "YAML", "TypeScript", "JavaScript", "JSON", "TypeScript JSX", "PostCSS", "MS SQL", "PowerShell", "comment", "blank", "total"
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\admin\tailwind.config.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\admin\tsconfig.json", "JSON with Comments", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\embed\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\embed\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 3, 20
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\embed\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\embed\next-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 6
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\embed\next.config.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 2, 8
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\embed\package.json", "JSON", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 23
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\embed\postcss.config.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\embed\tailwind.config.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\embed\tsconfig.json", "JSON with Comments", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\package.json", "JSON", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 1, 47
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\__tests__\TEST_DOCUMENTATION.md", "Markdown", 0, 372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 458
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\__tests__\auth.service.test.ts", "TypeScript", 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 5, 47, 287
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\__tests__\availability-booking.e2e.test.ts", "TypeScript", 0, 0, 0, 447, 0, 0, 0, 0, 0, 0, 18, 65, 530
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\__tests__\availability-booking.integration.test.ts", "TypeScript", 0, 0, 0, 594, 0, 0, 0, 0, 0, 0, 26, 88, 708
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\__tests__\error-scenarios.test.ts", "TypeScript", 0, 0, 0, 589, 0, 0, 0, 0, 0, 0, 25, 99, 713
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\__tests__\middleware.test.ts", "TypeScript", 0, 0, 0, 245, 0, 0, 0, 0, 0, 0, 2, 57, 304
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\__tests__\org.service.test.ts", "TypeScript", 0, 0, 0, 268, 0, 0, 0, 0, 0, 0, 1, 64, 333
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\__tests__\rbac.test.ts", "TypeScript", 0, 0, 0, 479, 0, 0, 0, 0, 0, 0, 19, 86, 584
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\__tests__\test-utils.ts", "TypeScript", 0, 0, 0, 207, 0, 0, 0, 0, 0, 0, 58, 35, 300
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\config.ts", "TypeScript", 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 28, 27, 184
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\adapter.ts", "TypeScript", 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 1, 26, 220
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\indexes.ts", "TypeScript", 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 17, 21, 194
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\mysql-init.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 9, 56
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\mysql.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\mysql\migrate.ts", "TypeScript", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 12, 84
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\mysql\migrations\001_documents_indexes.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 1, 7
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\mysql\migrations\002_users_orgs.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 3, 8
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\mysql\migrations\003_volunteers_shifts.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 1, 4, 52
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\mysql\migrations\004_seed_test_data.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 5, 4, 37
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\db\mysql\schema.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 2, 10, 119
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\index.ts", "TypeScript", 0, 0, 0, 381, 0, 0, 0, 0, 0, 0, 27, 47, 455
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\lib\metrics.ts", "TypeScript", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 35, 24, 187
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\logger.ts", "TypeScript", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 21, 6, 69
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\middleware\auth.ts", "TypeScript", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 22, 17, 134
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\middleware\error-handler.ts", "TypeScript", 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 23, 27, 206
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\middleware\rate-limit.ts", "TypeScript", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 26, 18, 126
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\middleware\request-logger.ts", "TypeScript", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 14, 10, 77
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\middleware\security.ts", "TypeScript", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 20, 11, 73
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\audit.ts", "TypeScript", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 14, 8, 117
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\auth.ts", "TypeScript", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 32, 21, 214
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\availability.ts", "TypeScript", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 37, 24, 261
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\booking.ts", "TypeScript", 0, 0, 0, 388, 0, 0, 0, 0, 0, 0, 66, 49, 503
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\bootstrap.ts", "TypeScript", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 3, 8, 81
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\messaging.ts", "TypeScript", 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 20, 199
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\orgs.ts", "TypeScript", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 30, 14, 174
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\reminders.ts", "TypeScript", 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 18, 16, 203
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\sites.ts", "TypeScript", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 20, 10, 117
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\routes\volunteers.ts", "TypeScript", 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 15, 181
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\seeds\seed.ts", "TypeScript", 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 9, 15, 174
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\audit.service.ts", "TypeScript", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 26, 19, 167
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\auth.service.ts", "TypeScript", 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 46, 31, 257
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\availability.service.ts", "TypeScript", 0, 0, 0, 233, 0, 0, 0, 0, 0, 0, 47, 41, 321
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\booking.service.ts", "TypeScript", 0, 0, 0, 318, 0, 0, 0, 0, 0, 0, 58, 52, 428
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\bootstrap.service.ts", "TypeScript", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 14, 119
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\health.service.ts", "TypeScript", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 26, 18, 162
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\messaging.service.ts", "TypeScript", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 12, 103
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\org.service.ts", "TypeScript", 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 29, 34, 269
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\reminder.service.ts", "TypeScript", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 26, 159
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\src\services\volunteer.service.ts", "TypeScript", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 15, 116
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\server\tsconfig.json", "JSON with Comments", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(auth)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(auth)\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 9, 25, 249
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\availability\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 335, 0, 0, 0, 6, 32, 373
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\bookings\[bookingId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 8, 18, 215
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\bookings\browse\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 280, 0, 0, 0, 13, 28, 321
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\bookings\manage\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 346, 0, 0, 0, 13, 29, 388
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\bookings\my\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 223, 0, 0, 0, 6, 17, 246
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\bookings\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 248, 0, 0, 0, 10, 25, 283
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\bookings\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 5, 14, 135
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 7, 16, 198
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\orgs\[orgId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 279, 0, 0, 0, 6, 33, 318
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\orgs\[orgId]\settings\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 297, 0, 0, 0, 18, 28, 343
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\orgs\[orgId]\sites\[siteId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 9, 80
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\orgs\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 5, 13, 146
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\orgs\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 5, 16, 145
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\profile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 8, 21, 213
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\reminders\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 1, 22, 238
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\volunteers\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 17, 185
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\(dashboard)\volunteers\shifts\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 12, 178
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 1, 7, 29
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 4, 35
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 7
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\app\providers.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 4, 26
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\lib\hooks\useApi.ts", "TypeScript", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 4, 13, 84
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\lib\hooks\useAuth.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 7, 10, 64
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\lib\hooks\useData.ts", "TypeScript", 0, 0, 0, 394, 0, 0, 0, 0, 0, 0, 52, 53, 499
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\lib\hooks\useSite.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 7, 12, 67
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\middleware.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\next-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 6
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\next.config.js", "JavaScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 1, 2, 33
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\next.config.mjs", "JavaScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 2, 21
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\package.json", "JSON", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 1, 38
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\postcss.config.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\public\manifest.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1, 21
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\tailwind.config.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\apps\web\tsconfig.json", "JSON with Comments", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30
"c:\Users\James\Documents\GitHub\SheduleRight---NonProfit-Sheduling-Software\docker-compose.yml", "YAML", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 1, 5, 49
